ID	QuestionBody	Sentence	targetMovie	targetContext	targetSearch	targetSocial	segmentedSentence	hedging	opinionEmotion	absoluteRelative	flaggedContent	notes	threadURL	wikipediaURL	imdbURL
254-4	"I borrowed this film on VHS from the library in 2002-2003 when I was a teenager. I think it was from the 70s or 80s. I remember a middle aged woman being murdered (stabbed or shot) in an industrial/warehouse type apartment. Two french men (one is her husband maybe and the other is a detective) are trying to sold the murder, but keep making jokes and getting drunk? It keeps jumping all over the place, but couldn’t tell if it was intentionally done or just…french. One minute they are in a subway tunnel, then back in the apartment, seemingly forgetting all about the murder (maybe playing poker?) The ending has the two men and a young blond woman walking across a bridge and sitting in a field?  I also want to say the film name has something to do with “meat” or “butcher” ."	"Two french men (one is her husband maybe and the other is a detective) are trying to sold the murder, but keep making jokes and getting drunk?"	plot // character					hedgingConfident	none	absolute			https://irememberthismovie.com/french-film-murder-mystery/	https://en.wikipedia.org/wiki/Buffet_froid	
254-5	"I borrowed this film on VHS from the library in 2002-2003 when I was a teenager. I think it was from the 70s or 80s. I remember a middle aged woman being murdered (stabbed or shot) in an industrial/warehouse type apartment. Two french men (one is her husband maybe and the other is a detective) are trying to sold the murder, but keep making jokes and getting drunk? It keeps jumping all over the place, but couldn’t tell if it was intentionally done or just…french. One minute they are in a subway tunnel, then back in the apartment, seemingly forgetting all about the murder (maybe playing poker?) The ending has the two men and a young blond woman walking across a bridge and sitting in a field?  I also want to say the film name has something to do with “meat” or “butcher” ."	"It keeps jumping all over the place, but couldn’t tell if it was intentionally done or just.french."	timeframePlural // originMovie					hedgingConfident	none	absolute			https://irememberthismovie.com/french-film-murder-mystery/	https://en.wikipedia.org/wiki/Buffet_froid	
254-6	"I borrowed this film on VHS from the library in 2002-2003 when I was a teenager. I think it was from the 70s or 80s. I remember a middle aged woman being murdered (stabbed or shot) in an industrial/warehouse type apartment. Two french men (one is her husband maybe and the other is a detective) are trying to sold the murder, but keep making jokes and getting drunk? It keeps jumping all over the place, but couldn’t tell if it was intentionally done or just…french. One minute they are in a subway tunnel, then back in the apartment, seemingly forgetting all about the murder (maybe playing poker?) The ending has the two men and a young blond woman walking across a bridge and sitting in a field?  I also want to say the film name has something to do with “meat” or “butcher” ."	"One minute they are in a subway tunnel, then back in the apartment, seemingly forgetting all about the murder (maybe playing poker?)"	scene // locationType // timeframePlural					hedgingConfident	none	absolute			https://irememberthismovie.com/french-film-murder-mystery/	https://en.wikipedia.org/wiki/Buffet_froid	
254-7	"I borrowed this film on VHS from the library in 2002-2003 when I was a teenager. I think it was from the 70s or 80s. I remember a middle aged woman being murdered (stabbed or shot) in an industrial/warehouse type apartment. Two french men (one is her husband maybe and the other is a detective) are trying to sold the murder, but keep making jokes and getting drunk? It keeps jumping all over the place, but couldn’t tell if it was intentionally done or just…french. One minute they are in a subway tunnel, then back in the apartment, seemingly forgetting all about the murder (maybe playing poker?) The ending has the two men and a young blond woman walking across a bridge and sitting in a field?  I also want to say the film name has something to do with “meat” or “butcher” ."	The ending has the two men and a young blond woman walking across a bridge and sitting in a field?	scene // character // locationType					hedgingConfident	none	absolute			https://irememberthismovie.com/french-film-murder-mystery/	https://en.wikipedia.org/wiki/Buffet_froid	
254-8	"I borrowed this film on VHS from the library in 2002-2003 when I was a teenager. I think it was from the 70s or 80s. I remember a middle aged woman being murdered (stabbed or shot) in an industrial/warehouse type apartment. Two french men (one is her husband maybe and the other is a detective) are trying to sold the murder, but keep making jokes and getting drunk? It keeps jumping all over the place, but couldn’t tell if it was intentionally done or just…french. One minute they are in a subway tunnel, then back in the apartment, seemingly forgetting all about the murder (maybe playing poker?) The ending has the two men and a young blond woman walking across a bridge and sitting in a field?  I also want to say the film name has something to do with “meat” or “butcher” ."	I also want to say the film name has something to do with “meat” or “butcher” .	category					hedgingConfident	none	absolute			https://irememberthismovie.com/french-film-murder-mystery/	https://en.wikipedia.org/wiki/Buffet_froid	
442-1	I have been looking for a year. No one knows. This site is one my last chances: I believe it to be a French movie. Between 1990 and 2005. Its about a teen boy and girl. Criminal they rob someone and flee the city. Get into the woods and get kidnapped. Girl is put in basement. Boy becomes a (sex) slave for the huge male hunter. Finally they escape but the boy seems to have developed affection for their kidnapper (stockholm syndrome). Police shooting in field at the end. Very sad psychological art drama.	I have been looking for a year.				TRUE							https://irememberthismovie.com/french-kidnap-movie-very-rare/	https://en.wikipedia.org/wiki/Criminal_Lovers	https://www.imdb.com/title/tt0205735/?ref_=nv_sr_1
442-10	I have been looking for a year. No one knows. This site is one my last chances: I believe it to be a French movie. Between 1990 and 2005. Its about a teen boy and girl. Criminal they rob someone and flee the city. Get into the woods and get kidnapped. Girl is put in basement. Boy becomes a (sex) slave for the huge male hunter. Finally they escape but the boy seems to have developed affection for their kidnapper (stockholm syndrome). Police shooting in field at the end. Very sad psychological art drama.	Finally they escape but the boy seems to have developed affection for their kidnapper (stockholm syndrome).	scene // character					hedgingConfident	none	absolute			https://irememberthismovie.com/french-kidnap-movie-very-rare/	https://en.wikipedia.org/wiki/Criminal_Lovers	https://www.imdb.com/title/tt0205735/?ref_=nv_sr_1
442-11	I have been looking for a year. No one knows. This site is one my last chances: I believe it to be a French movie. Between 1990 and 2005. Its about a teen boy and girl. Criminal they rob someone and flee the city. Get into the woods and get kidnapped. Girl is put in basement. Boy becomes a (sex) slave for the huge male hunter. Finally they escape but the boy seems to have developed affection for their kidnapper (stockholm syndrome). Police shooting in field at the end. Very sad psychological art drama.	Police shooting in field at the end.	scene // character					neutral	none	absolute			https://irememberthismovie.com/french-kidnap-movie-very-rare/	https://en.wikipedia.org/wiki/Criminal_Lovers	https://www.imdb.com/title/tt0205735/?ref_=nv_sr_1
442-12	I have been looking for a year. No one knows. This site is one my last chances: I believe it to be a French movie. Between 1990 and 2005. Its about a teen boy and girl. Criminal they rob someone and flee the city. Get into the woods and get kidnapped. Girl is put in basement. Boy becomes a (sex) slave for the huge male hunter. Finally they escape but the boy seems to have developed affection for their kidnapper (stockholm syndrome). Police shooting in field at the end. Very sad psychological art drama.	Very sad psychological art drama.	genreTraditionalTone					neutral	none	absolute			https://irememberthismovie.com/french-kidnap-movie-very-rare/	https://en.wikipedia.org/wiki/Criminal_Lovers	https://www.imdb.com/title/tt0205735/?ref_=nv_sr_1
442-2	I have been looking for a year. No one knows. This site is one my last chances: I believe it to be a French movie. Between 1990 and 2005. Its about a teen boy and girl. Criminal they rob someone and flee the city. Get into the woods and get kidnapped. Girl is put in basement. Boy becomes a (sex) slave for the huge male hunter. Finally they escape but the boy seems to have developed affection for their kidnapper (stockholm syndrome). Police shooting in field at the end. Very sad psychological art drama.	No one knows.					TRUE						https://irememberthismovie.com/french-kidnap-movie-very-rare/	https://en.wikipedia.org/wiki/Criminal_Lovers	https://www.imdb.com/title/tt0205735/?ref_=nv_sr_1
442-3	I have been looking for a year. No one knows. This site is one my last chances: I believe it to be a French movie. Between 1990 and 2005. Its about a teen boy and girl. Criminal they rob someone and flee the city. Get into the woods and get kidnapped. Girl is put in basement. Boy becomes a (sex) slave for the huge male hunter. Finally they escape but the boy seems to have developed affection for their kidnapper (stockholm syndrome). Police shooting in field at the end. Very sad psychological art drama.	This site is one my last chances: I believe it to be a French movie.	category // originMovie					hedgingConfident	none	absolute			https://irememberthismovie.com/french-kidnap-movie-very-rare/	https://en.wikipedia.org/wiki/Criminal_Lovers	https://www.imdb.com/title/tt0205735/?ref_=nv_sr_1
442-4	I have been looking for a year. No one knows. This site is one my last chances: I believe it to be a French movie. Between 1990 and 2005. Its about a teen boy and girl. Criminal they rob someone and flee the city. Get into the woods and get kidnapped. Girl is put in basement. Boy becomes a (sex) slave for the huge male hunter. Finally they escape but the boy seems to have developed affection for their kidnapper (stockholm syndrome). Police shooting in field at the end. Very sad psychological art drama.	Between 1990 and 2005.	releaseDate					neutral	none	absolute			https://irememberthismovie.com/french-kidnap-movie-very-rare/	https://en.wikipedia.org/wiki/Criminal_Lovers	https://www.imdb.com/title/tt0205735/?ref_=nv_sr_1
442-5	I have been looking for a year. No one knows. This site is one my last chances: I believe it to be a French movie. Between 1990 and 2005. Its about a teen boy and girl. Criminal they rob someone and flee the city. Get into the woods and get kidnapped. Girl is put in basement. Boy becomes a (sex) slave for the huge male hunter. Finally they escape but the boy seems to have developed affection for their kidnapper (stockholm syndrome). Police shooting in field at the end. Very sad psychological art drama.	Its about a teen boy and girl.	character					neutral	none	absolute			https://irememberthismovie.com/french-kidnap-movie-very-rare/	https://en.wikipedia.org/wiki/Criminal_Lovers	https://www.imdb.com/title/tt0205735/?ref_=nv_sr_1
442-6	I have been looking for a year. No one knows. This site is one my last chances: I believe it to be a French movie. Between 1990 and 2005. Its about a teen boy and girl. Criminal they rob someone and flee the city. Get into the woods and get kidnapped. Girl is put in basement. Boy becomes a (sex) slave for the huge male hunter. Finally they escape but the boy seems to have developed affection for their kidnapper (stockholm syndrome). Police shooting in field at the end. Very sad psychological art drama.	Criminal they rob someone and flee the city.	scene // character // locationType					neutral	none	absolute			https://irememberthismovie.com/french-kidnap-movie-very-rare/	https://en.wikipedia.org/wiki/Criminal_Lovers	https://www.imdb.com/title/tt0205735/?ref_=nv_sr_1
442-7	I have been looking for a year. No one knows. This site is one my last chances: I believe it to be a French movie. Between 1990 and 2005. Its about a teen boy and girl. Criminal they rob someone and flee the city. Get into the woods and get kidnapped. Girl is put in basement. Boy becomes a (sex) slave for the huge male hunter. Finally they escape but the boy seems to have developed affection for their kidnapper (stockholm syndrome). Police shooting in field at the end. Very sad psychological art drama.	Get into the woods and get kidnapped.	scene // locationType					neutral	none	absolute			https://irememberthismovie.com/french-kidnap-movie-very-rare/	https://en.wikipedia.org/wiki/Criminal_Lovers	https://www.imdb.com/title/tt0205735/?ref_=nv_sr_1
442-8	I have been looking for a year. No one knows. This site is one my last chances: I believe it to be a French movie. Between 1990 and 2005. Its about a teen boy and girl. Criminal they rob someone and flee the city. Get into the woods and get kidnapped. Girl is put in basement. Boy becomes a (sex) slave for the huge male hunter. Finally they escape but the boy seems to have developed affection for their kidnapper (stockholm syndrome). Police shooting in field at the end. Very sad psychological art drama.	Girl is put in basement.	scene // character // locationType					neutral	none	absolute			https://irememberthismovie.com/french-kidnap-movie-very-rare/	https://en.wikipedia.org/wiki/Criminal_Lovers	https://www.imdb.com/title/tt0205735/?ref_=nv_sr_1
442-9	I have been looking for a year. No one knows. This site is one my last chances: I believe it to be a French movie. Between 1990 and 2005. Its about a teen boy and girl. Criminal they rob someone and flee the city. Get into the woods and get kidnapped. Girl is put in basement. Boy becomes a (sex) slave for the huge male hunter. Finally they escape but the boy seems to have developed affection for their kidnapper (stockholm syndrome). Police shooting in field at the end. Very sad psychological art drama.	Boy becomes a (sex) slave for the huge male hunter.	scene // character					neutral	none	absolute	TRUE	Lewdness/violence	https://irememberthismovie.com/french-kidnap-movie-very-rare/	https://en.wikipedia.org/wiki/Criminal_Lovers	https://www.imdb.com/title/tt0205735/?ref_=nv_sr_1
1042-1	"Hello, the movie I am looking for is, as far as I remember, a French movie / nouvelle vague / black & white. Probably 60s. The scene I remember is a boy running down a street at night with a cane in his hand, rattling it against a steel fence while running. I think you only see his feet and it was somehow a dream sequence. Finally he stops at a closed movie theater, he reaches with the cane through the closed steel gate and steals a movie poster. It might be Truffaut ? Anybody recognize this?"	"Hello, the movie I am looking for is, as far as I remember, a French movie / nouvelle vague / black & white."	genreTraditionalTone // category // productionVisual // originMovie					hedgingConfident	none	absolute			https://irememberthismovie.com/french-movie-60s/	https://en.wikipedia.org/wiki/Day_for_Night_(film)	
1042-2	"Hello, the movie I am looking for is, as far as I remember, a French movie / nouvelle vague / black & white. Probably 60s. The scene I remember is a boy running down a street at night with a cane in his hand, rattling it against a steel fence while running. I think you only see his feet and it was somehow a dream sequence. Finally he stops at a closed movie theater, he reaches with the cane through the closed steel gate and steals a movie poster. It might be Truffaut ? Anybody recognize this?"	Probably 60s.					TRUE						https://irememberthismovie.com/french-movie-60s/	https://en.wikipedia.org/wiki/Day_for_Night_(film)	
1042-3	"Hello, the movie I am looking for is, as far as I remember, a French movie / nouvelle vague / black & white. Probably 60s. The scene I remember is a boy running down a street at night with a cane in his hand, rattling it against a steel fence while running. I think you only see his feet and it was somehow a dream sequence. Finally he stops at a closed movie theater, he reaches with the cane through the closed steel gate and steals a movie poster. It might be Truffaut ? Anybody recognize this?"	"The scene I remember is a boy running down a street at night with a cane in his hand, rattling it against a steel fence while running."	scene // character // locationType // object					neutral	none	absolute			https://irememberthismovie.com/french-movie-60s/	https://en.wikipedia.org/wiki/Day_for_Night_(film)	
1042-4	"Hello, the movie I am looking for is, as far as I remember, a French movie / nouvelle vague / black & white. Probably 60s. The scene I remember is a boy running down a street at night with a cane in his hand, rattling it against a steel fence while running. I think you only see his feet and it was somehow a dream sequence. Finally he stops at a closed movie theater, he reaches with the cane through the closed steel gate and steals a movie poster. It might be Truffaut ? Anybody recognize this?"	I think you only see his feet and it was somehow a dream sequence.	scene // object					hedgingConfident	none	absolute			https://irememberthismovie.com/french-movie-60s/	https://en.wikipedia.org/wiki/Day_for_Night_(film)	
1042-5	"Hello, the movie I am looking for is, as far as I remember, a French movie / nouvelle vague / black & white. Probably 60s. The scene I remember is a boy running down a street at night with a cane in his hand, rattling it against a steel fence while running. I think you only see his feet and it was somehow a dream sequence. Finally he stops at a closed movie theater, he reaches with the cane through the closed steel gate and steals a movie poster. It might be Truffaut ? Anybody recognize this?"	"Finally he stops at a closed movie theater, he reaches with the cane through the closed steel gate and steals a movie poster."	scene // character // locationType // object					neutral	none	absolute			https://irememberthismovie.com/french-movie-60s/	https://en.wikipedia.org/wiki/Day_for_Night_(film)	
1042-6	"Hello, the movie I am looking for is, as far as I remember, a French movie / nouvelle vague / black & white. Probably 60s. The scene I remember is a boy running down a street at night with a cane in his hand, rattling it against a steel fence while running. I think you only see his feet and it was somehow a dream sequence. Finally he stops at a closed movie theater, he reaches with the cane through the closed steel gate and steals a movie poster. It might be Truffaut ? Anybody recognize this?"	It might be Truffaut ?					TRUE						https://irememberthismovie.com/french-movie-60s/	https://en.wikipedia.org/wiki/Day_for_Night_(film)	
1042-7	"Hello, the movie I am looking for is, as far as I remember, a French movie / nouvelle vague / black & white. Probably 60s. The scene I remember is a boy running down a street at night with a cane in his hand, rattling it against a steel fence while running. I think you only see his feet and it was somehow a dream sequence. Finally he stops at a closed movie theater, he reaches with the cane through the closed steel gate and steals a movie poster. It might be Truffaut ? Anybody recognize this?"	Anybody recognize this?				TRUE							https://irememberthismovie.com/french-movie-60s/	https://en.wikipedia.org/wiki/Day_for_Night_(film)	
193-1	"I saw this movie around 1998, but it could be anywhere from 1988-1998. It’s in color and French. There’s an apartment building, where a doctor moves in. One of the other tenants is a family with a little girl, around 12 years old. She falls in love with the doctor, even finding ways of breaking into his apartment. He thinks she’s sweet, but doesn’t want people thinking he’s having a relationship with a child. He then discovers that she’s very sick, and that she’ll die if she doesn’t have a heart? operation. Other doctors who refused to operate because of the risk. This guy has grown to care about the girl and performs the operation. When the girl regains consciousness, the doctor is gone. He has moved out and left. Years later, the girl is a famous pianist. The doctor attends one of her concerts. When he goes to the after-party gala, he sees that she is surrounded by handsome suitors. He’s about to leave, when he notices a fancy woman’s show on the staircase. When she was a child, the girl loved Cinderella, and used to leave shoes on the staircase between their apartments. Now he follows the shoe to her hotel room, where she is waiting for him.   PLEASE help me find the title of this movie!"	"I saw this movie around 1998, but it could be anywhere from 1988-1998."	releaseDate // category	contextTemporal				hedgingConfident	none	absolute			https://irememberthismovie.com/french-movie-from-the-late-80searly-90s/		https://www.imdb.com/title/tt0112874/?ref_=ttpl_pl_tt
193-10	"I saw this movie around 1998, but it could be anywhere from 1988-1998. It’s in color and French. There’s an apartment building, where a doctor moves in. One of the other tenants is a family with a little girl, around 12 years old. She falls in love with the doctor, even finding ways of breaking into his apartment. He thinks she’s sweet, but doesn’t want people thinking he’s having a relationship with a child. He then discovers that she’s very sick, and that she’ll die if she doesn’t have a heart? operation. Other doctors who refused to operate because of the risk. This guy has grown to care about the girl and performs the operation. When the girl regains consciousness, the doctor is gone. He has moved out and left. Years later, the girl is a famous pianist. The doctor attends one of her concerts. When he goes to the after-party gala, he sees that she is surrounded by handsome suitors. He’s about to leave, when he notices a fancy woman’s show on the staircase. When she was a child, the girl loved Cinderella, and used to leave shoes on the staircase between their apartments. Now he follows the shoe to her hotel room, where she is waiting for him.   PLEASE help me find the title of this movie!"	This guy has grown to care about the girl and performs the operation.	scene // character					neutral	none	absolute			https://irememberthismovie.com/french-movie-from-the-late-80searly-90s/		https://www.imdb.com/title/tt0112874/?ref_=ttpl_pl_tt
193-11	"I saw this movie around 1998, but it could be anywhere from 1988-1998. It’s in color and French. There’s an apartment building, where a doctor moves in. One of the other tenants is a family with a little girl, around 12 years old. She falls in love with the doctor, even finding ways of breaking into his apartment. He thinks she’s sweet, but doesn’t want people thinking he’s having a relationship with a child. He then discovers that she’s very sick, and that she’ll die if she doesn’t have a heart? operation. Other doctors who refused to operate because of the risk. This guy has grown to care about the girl and performs the operation. When the girl regains consciousness, the doctor is gone. He has moved out and left. Years later, the girl is a famous pianist. The doctor attends one of her concerts. When he goes to the after-party gala, he sees that she is surrounded by handsome suitors. He’s about to leave, when he notices a fancy woman’s show on the staircase. When she was a child, the girl loved Cinderella, and used to leave shoes on the staircase between their apartments. Now he follows the shoe to her hotel room, where she is waiting for him.   PLEASE help me find the title of this movie!"	"When the girl regains consciousness, the doctor is gone."	scene // character					neutral	none	absolute			https://irememberthismovie.com/french-movie-from-the-late-80searly-90s/		https://www.imdb.com/title/tt0112874/?ref_=ttpl_pl_tt
193-12	"I saw this movie around 1998, but it could be anywhere from 1988-1998. It’s in color and French. There’s an apartment building, where a doctor moves in. One of the other tenants is a family with a little girl, around 12 years old. She falls in love with the doctor, even finding ways of breaking into his apartment. He thinks she’s sweet, but doesn’t want people thinking he’s having a relationship with a child. He then discovers that she’s very sick, and that she’ll die if she doesn’t have a heart? operation. Other doctors who refused to operate because of the risk. This guy has grown to care about the girl and performs the operation. When the girl regains consciousness, the doctor is gone. He has moved out and left. Years later, the girl is a famous pianist. The doctor attends one of her concerts. When he goes to the after-party gala, he sees that she is surrounded by handsome suitors. He’s about to leave, when he notices a fancy woman’s show on the staircase. When she was a child, the girl loved Cinderella, and used to leave shoes on the staircase between their apartments. Now he follows the shoe to her hotel room, where she is waiting for him.   PLEASE help me find the title of this movie!"	He has moved out and left.	scene // character					neutral	none	absolute			https://irememberthismovie.com/french-movie-from-the-late-80searly-90s/		https://www.imdb.com/title/tt0112874/?ref_=ttpl_pl_tt
193-13	"I saw this movie around 1998, but it could be anywhere from 1988-1998. It’s in color and French. There’s an apartment building, where a doctor moves in. One of the other tenants is a family with a little girl, around 12 years old. She falls in love with the doctor, even finding ways of breaking into his apartment. He thinks she’s sweet, but doesn’t want people thinking he’s having a relationship with a child. He then discovers that she’s very sick, and that she’ll die if she doesn’t have a heart? operation. Other doctors who refused to operate because of the risk. This guy has grown to care about the girl and performs the operation. When the girl regains consciousness, the doctor is gone. He has moved out and left. Years later, the girl is a famous pianist. The doctor attends one of her concerts. When he goes to the after-party gala, he sees that she is surrounded by handsome suitors. He’s about to leave, when he notices a fancy woman’s show on the staircase. When she was a child, the girl loved Cinderella, and used to leave shoes on the staircase between their apartments. Now he follows the shoe to her hotel room, where she is waiting for him.   PLEASE help me find the title of this movie!"	"Years later, the girl is a famous pianist."	character // timeframePlural					neutral	none	absolute			https://irememberthismovie.com/french-movie-from-the-late-80searly-90s/		https://www.imdb.com/title/tt0112874/?ref_=ttpl_pl_tt
193-14	"I saw this movie around 1998, but it could be anywhere from 1988-1998. It’s in color and French. There’s an apartment building, where a doctor moves in. One of the other tenants is a family with a little girl, around 12 years old. She falls in love with the doctor, even finding ways of breaking into his apartment. He thinks she’s sweet, but doesn’t want people thinking he’s having a relationship with a child. He then discovers that she’s very sick, and that she’ll die if she doesn’t have a heart? operation. Other doctors who refused to operate because of the risk. This guy has grown to care about the girl and performs the operation. When the girl regains consciousness, the doctor is gone. He has moved out and left. Years later, the girl is a famous pianist. The doctor attends one of her concerts. When he goes to the after-party gala, he sees that she is surrounded by handsome suitors. He’s about to leave, when he notices a fancy woman’s show on the staircase. When she was a child, the girl loved Cinderella, and used to leave shoes on the staircase between their apartments. Now he follows the shoe to her hotel room, where she is waiting for him.   PLEASE help me find the title of this movie!"	The doctor attends one of her concerts.	scene // character // locationType					neutral	none	absolute			https://irememberthismovie.com/french-movie-from-the-late-80searly-90s/		https://www.imdb.com/title/tt0112874/?ref_=ttpl_pl_tt
193-15	"I saw this movie around 1998, but it could be anywhere from 1988-1998. It’s in color and French. There’s an apartment building, where a doctor moves in. One of the other tenants is a family with a little girl, around 12 years old. She falls in love with the doctor, even finding ways of breaking into his apartment. He thinks she’s sweet, but doesn’t want people thinking he’s having a relationship with a child. He then discovers that she’s very sick, and that she’ll die if she doesn’t have a heart? operation. Other doctors who refused to operate because of the risk. This guy has grown to care about the girl and performs the operation. When the girl regains consciousness, the doctor is gone. He has moved out and left. Years later, the girl is a famous pianist. The doctor attends one of her concerts. When he goes to the after-party gala, he sees that she is surrounded by handsome suitors. He’s about to leave, when he notices a fancy woman’s show on the staircase. When she was a child, the girl loved Cinderella, and used to leave shoes on the staircase between their apartments. Now he follows the shoe to her hotel room, where she is waiting for him.   PLEASE help me find the title of this movie!"	"When he goes to the after-party gala, he sees that she is surrounded by handsome suitors."	scene // character // locationType					neutral	none	absolute			https://irememberthismovie.com/french-movie-from-the-late-80searly-90s/		https://www.imdb.com/title/tt0112874/?ref_=ttpl_pl_tt
193-16	"I saw this movie around 1998, but it could be anywhere from 1988-1998. It’s in color and French. There’s an apartment building, where a doctor moves in. One of the other tenants is a family with a little girl, around 12 years old. She falls in love with the doctor, even finding ways of breaking into his apartment. He thinks she’s sweet, but doesn’t want people thinking he’s having a relationship with a child. He then discovers that she’s very sick, and that she’ll die if she doesn’t have a heart? operation. Other doctors who refused to operate because of the risk. This guy has grown to care about the girl and performs the operation. When the girl regains consciousness, the doctor is gone. He has moved out and left. Years later, the girl is a famous pianist. The doctor attends one of her concerts. When he goes to the after-party gala, he sees that she is surrounded by handsome suitors. He’s about to leave, when he notices a fancy woman’s show on the staircase. When she was a child, the girl loved Cinderella, and used to leave shoes on the staircase between their apartments. Now he follows the shoe to her hotel room, where she is waiting for him.   PLEASE help me find the title of this movie!"	"He’s about to leave, when he notices a fancy woman’s show on the staircase."	scene // character // object					neutral	none	absolute			https://irememberthismovie.com/french-movie-from-the-late-80searly-90s/		https://www.imdb.com/title/tt0112874/?ref_=ttpl_pl_tt
193-17	"I saw this movie around 1998, but it could be anywhere from 1988-1998. It’s in color and French. There’s an apartment building, where a doctor moves in. One of the other tenants is a family with a little girl, around 12 years old. She falls in love with the doctor, even finding ways of breaking into his apartment. He thinks she’s sweet, but doesn’t want people thinking he’s having a relationship with a child. He then discovers that she’s very sick, and that she’ll die if she doesn’t have a heart? operation. Other doctors who refused to operate because of the risk. This guy has grown to care about the girl and performs the operation. When the girl regains consciousness, the doctor is gone. He has moved out and left. Years later, the girl is a famous pianist. The doctor attends one of her concerts. When he goes to the after-party gala, he sees that she is surrounded by handsome suitors. He’s about to leave, when he notices a fancy woman’s show on the staircase. When she was a child, the girl loved Cinderella, and used to leave shoes on the staircase between their apartments. Now he follows the shoe to her hotel room, where she is waiting for him.   PLEASE help me find the title of this movie!"	"When she was a child, the girl loved Cinderella, and used to leave shoes on the staircase between their apartments."	plot // character // personFictional // locationType // object					neutral	none	absolute			https://irememberthismovie.com/french-movie-from-the-late-80searly-90s/		https://www.imdb.com/title/tt0112874/?ref_=ttpl_pl_tt
193-18	"I saw this movie around 1998, but it could be anywhere from 1988-1998. It’s in color and French. There’s an apartment building, where a doctor moves in. One of the other tenants is a family with a little girl, around 12 years old. She falls in love with the doctor, even finding ways of breaking into his apartment. He thinks she’s sweet, but doesn’t want people thinking he’s having a relationship with a child. He then discovers that she’s very sick, and that she’ll die if she doesn’t have a heart? operation. Other doctors who refused to operate because of the risk. This guy has grown to care about the girl and performs the operation. When the girl regains consciousness, the doctor is gone. He has moved out and left. Years later, the girl is a famous pianist. The doctor attends one of her concerts. When he goes to the after-party gala, he sees that she is surrounded by handsome suitors. He’s about to leave, when he notices a fancy woman’s show on the staircase. When she was a child, the girl loved Cinderella, and used to leave shoes on the staircase between their apartments. Now he follows the shoe to her hotel room, where she is waiting for him.   PLEASE help me find the title of this movie!"	"Now he follows the shoe to her hotel room, where she is waiting for him."	scene // character // locationType // object					neutral	none	absolute			https://irememberthismovie.com/french-movie-from-the-late-80searly-90s/		https://www.imdb.com/title/tt0112874/?ref_=ttpl_pl_tt
193-19	"I saw this movie around 1998, but it could be anywhere from 1988-1998. It’s in color and French. There’s an apartment building, where a doctor moves in. One of the other tenants is a family with a little girl, around 12 years old. She falls in love with the doctor, even finding ways of breaking into his apartment. He thinks she’s sweet, but doesn’t want people thinking he’s having a relationship with a child. He then discovers that she’s very sick, and that she’ll die if she doesn’t have a heart? operation. Other doctors who refused to operate because of the risk. This guy has grown to care about the girl and performs the operation. When the girl regains consciousness, the doctor is gone. He has moved out and left. Years later, the girl is a famous pianist. The doctor attends one of her concerts. When he goes to the after-party gala, he sees that she is surrounded by handsome suitors. He’s about to leave, when he notices a fancy woman’s show on the staircase. When she was a child, the girl loved Cinderella, and used to leave shoes on the staircase between their apartments. Now he follows the shoe to her hotel room, where she is waiting for him.   PLEASE help me find the title of this movie!"	PLEASE help me find the title of this movie!	category					neutral	none	absolute			https://irememberthismovie.com/french-movie-from-the-late-80searly-90s/		https://www.imdb.com/title/tt0112874/?ref_=ttpl_pl_tt
193-2	"I saw this movie around 1998, but it could be anywhere from 1988-1998. It’s in color and French. There’s an apartment building, where a doctor moves in. One of the other tenants is a family with a little girl, around 12 years old. She falls in love with the doctor, even finding ways of breaking into his apartment. He thinks she’s sweet, but doesn’t want people thinking he’s having a relationship with a child. He then discovers that she’s very sick, and that she’ll die if she doesn’t have a heart? operation. Other doctors who refused to operate because of the risk. This guy has grown to care about the girl and performs the operation. When the girl regains consciousness, the doctor is gone. He has moved out and left. Years later, the girl is a famous pianist. The doctor attends one of her concerts. When he goes to the after-party gala, he sees that she is surrounded by handsome suitors. He’s about to leave, when he notices a fancy woman’s show on the staircase. When she was a child, the girl loved Cinderella, and used to leave shoes on the staircase between their apartments. Now he follows the shoe to her hotel room, where she is waiting for him.   PLEASE help me find the title of this movie!"	It’s in color and French.	productionVisual // originLanguage					neutral	none	absolute			https://irememberthismovie.com/french-movie-from-the-late-80searly-90s/		https://www.imdb.com/title/tt0112874/?ref_=ttpl_pl_tt
193-3	"I saw this movie around 1998, but it could be anywhere from 1988-1998. It’s in color and French. There’s an apartment building, where a doctor moves in. One of the other tenants is a family with a little girl, around 12 years old. She falls in love with the doctor, even finding ways of breaking into his apartment. He thinks she’s sweet, but doesn’t want people thinking he’s having a relationship with a child. He then discovers that she’s very sick, and that she’ll die if she doesn’t have a heart? operation. Other doctors who refused to operate because of the risk. This guy has grown to care about the girl and performs the operation. When the girl regains consciousness, the doctor is gone. He has moved out and left. Years later, the girl is a famous pianist. The doctor attends one of her concerts. When he goes to the after-party gala, he sees that she is surrounded by handsome suitors. He’s about to leave, when he notices a fancy woman’s show on the staircase. When she was a child, the girl loved Cinderella, and used to leave shoes on the staircase between their apartments. Now he follows the shoe to her hotel room, where she is waiting for him.   PLEASE help me find the title of this movie!"	"There’s an apartment building, where a doctor moves in."	character // locationType					neutral	none	absolute			https://irememberthismovie.com/french-movie-from-the-late-80searly-90s/		https://www.imdb.com/title/tt0112874/?ref_=ttpl_pl_tt
